transaction_item_id,order_id,customer_id,restaurant_name,meal_name,category,rating,review_text,sentiment_label,delivery_time,food_preparation_time,cost_of_the_order,order_date
TI000553,ORD00207,C0116,Wrap World,Fries,Side,2.0,"Terrible experience, order was wrong and took too long.",negative,37.0,29.0,13.33,2024-10-08
TI000554,ORD00207,C0116,Wrap World,Lemonade,Drink,2.0,"Terrible experience, order was wrong and took too long.",negative,37.0,29.0,13.33,2024-10-08
TI000555,ORD00208,C0087,Noodle Nest,Udon,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,43.0,34.0,17.26,2024-10-12
TI000556,ORD00208,C0087,Noodle Nest,Spring Rolls,Side,,"Loved every bite, the quality is consistently excellent.",positive,43.0,34.0,17.26,2024-10-12
TI000557,ORD00208,C0087,Noodle Nest,Jasmine Tea,Drink,,"Loved every bite, the quality is consistently excellent.",,43.0,34.0,17.26,2024-10-12
TI000558,ORD00209,C0122,Burger Barn,Burger,Main,4.0,Great portion size and incredibly tasty.,positive,49.0,14.0,11.68,2024-09-22
TI000559,ORD00209,C0122,Burger Barn,Fries,Side,4.0,Great portion size and incredibly tasty.,positive,49.0,14.0,11.68,2024-09-22
TI000560,ORD00209,C0122,Burger Barn,Coke,Drink,4.0,Great portion size and incredibly tasty.,positive,49.0,14.0,11.68,2024-09-22
TI000561,ORD00210,C0077,Taco Town,Chicken Taco,Main,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,26.0,11.13,2024-10-30
TI000562,ORD00210,C0077,Taco Town,Guacamole,Side,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,26.0,11.13,2024-10-30
TI000563,ORD00210,C0077,Taco Town,Horchata,Drink,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,,11.13,2024-10-30
TI000564,ORD00211,C0095,Wrap World,Chicken Wrap,Main,4.0,So good I ordered again the next day!,positive,63.0,13.0,13.93,2024-06-18
TI000565,ORD00211,C0095,Wrap World,Coleslaw,Side,4.0,So good I ordered again the next day!,positive,63.0,13.0,13.93,2024-06-18
TI000566,ORD00211,C0095,Wrap World,Lemonade,Drink,4.0,So good I ordered again the next day!,positive,63.0,13.0,13.93,2024-06-18
TI000567,ORD00212,C0149,Burger Barn,Burger,Main,4.0,Perfect meal for a cozy evening at home.,positive,,33.0,9.58,2024-10-22
TI000568,ORD00212,C0149,Burger Barn,Onion Rings,Side,,Perfect meal for a cozy evening at home.,positive,34.0,33.0,9.58,2024-10-22
TI000569,ORD00213,C0063,Noodle Nest,Pad Thai,Main,1.0,,negative,56.0,32.0,16.2,2024-01-17
TI000570,ORD00213,C0063,Noodle Nest,Dumpling,Side,1.0,"The meal was soggy and bland, I want my money back.",negative,56.0,32.0,16.2,2024-01-17
TI000571,ORD00214,C0053,Noodle Nest,Pad Thai,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,52.0,,17.2,2024-07-29
TI000572,ORD00214,C0053,Noodle Nest,Dumpling,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,52.0,34.0,17.2,2024-07-29
TI000573,ORD00215,C0144,Burger Barn,Double Burger,Main,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,62.0,25.0,12.03,2024-06-15
TI000574,ORD00215,C0144,Burger Barn,Fries,Side,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,25.0,12.03,2024-06-15
TI000575,ORD00216,C0091,Salad Station,Quinoa Bowl,Main,5.0,Quick delivery and the food tasted fantastic!,positive,69.0,33.0,13.84,2024-12-12
TI000576,ORD00216,C0091,Salad Station,Green Salad,Side,5.0,Quick delivery and the food tasted fantastic!,positive,69.0,,13.84,2024-12-12
TI000577,ORD00217,C0072,Salad Station,Caesar Salad,Side,5.0,So good I ordered again the next day!,positive,39.0,17.0,13.86,2024-10-12
TI000578,ORD00217,C0072,Salad Station,Avocado Toast,Main,5.0,,positive,39.0,17.0,13.86,2024-10-12
TI000579,ORD00218,C0126,Wrap World,Falafel Wrap,Main,5.0,Superb quality! The meal was warm and delicious.,positive,50.0,21.0,10.6,2024-06-11
TI000580,ORD00218,C0126,Wrap World,Coleslaw,Side,5.0,Superb quality! The meal was warm and delicious.,positive,,21.0,10.6,2024-06-11
TI000581,ORD00219,C0140,Wrap World,Beef Wrap,Main,5.0,Quick delivery and the food tasted fantastic!,positive,45.0,21.0,15.87,2024-07-13
TI000582,ORD00219,C0140,Wrap World,Fries,Side,5.0,Quick delivery and the food tasted fantastic!,positive,45.0,21.0,15.87,2024-07-13
TI000583,ORD00219,C0140,Wrap World,Coke,Drink,5.0,Quick delivery and the food tasted fantastic!,positive,45.0,21.0,15.87,2024-07-13
TI000584,ORD00219,C0140,Wrap World,Lemonade,Drink,5.0,Quick delivery and the food tasted fantastic!,,45.0,21.0,15.87,2024-07-13
TI000585,ORD00220,C0021,Burger Barn,Veggie Burger,Main,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,48.0,30.0,11.98,2024-06-26
TI000586,ORD00220,C0021,Burger Barn,Onion Rings,Side,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,48.0,30.0,11.98,2024-06-26
TI000587,ORD00220,C0021,Burger Barn,Coke,Drink,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,48.0,30.0,11.98,2024-06-26
TI000588,ORD00221,C0036,Wrap World,Falafel Wrap,Main,3.0,"Typical food, delivery was on schedule.",neutral,59.0,33.0,10.65,2024-02-25
TI000589,ORD00221,C0036,Wrap World,Fries,Side,3.0,"Typical food, delivery was on schedule.",neutral,59.0,33.0,10.65,2024-02-25
TI000590,ORD00222,C0085,Pasta Point,Penne Arrabiata,Main,1.0,,negative,26.0,31.0,17.01,2024-08-29
TI000591,ORD00222,C0085,Pasta Point,Tiramisu,Dessert,1.0,Overpriced for such average food quality.,negative,26.0,31.0,17.01,2024-08-29
TI000592,ORD00222,C0085,Pasta Point,Coke,Drink,,,,26.0,31.0,17.01,2024-08-29
TI000593,ORD00223,C0122,Sushi Spot,Shrimp Tempura,Side,3.0,"Decent food, portions could be a bit larger.",neutral,61.0,16.0,26.48,2024-09-01
TI000594,ORD00223,C0122,Sushi Spot,Salmon Sushi,Main,3.0,"Decent food, portions could be a bit larger.",neutral,61.0,16.0,26.48,2024-09-01
TI000595,ORD00223,C0122,Sushi Spot,Green Salad,Side,3.0,"Decent food, portions could be a bit larger.",neutral,61.0,,26.48,2024-09-01
TI000596,ORD00224,C0060,Burger Barn,Burger,Main,1.0,The food was not fresh and the portions were tiny.,negative,67.0,33.0,12.17,2024-09-30
TI000597,ORD00224,C0060,Burger Barn,Fries,Side,1.0,The food was not fresh and the portions were tiny.,negative,,33.0,12.17,2024-09-30
TI000598,ORD00224,C0060,Burger Barn,Coke,Drink,1.0,The food was not fresh and the portions were tiny.,negative,67.0,33.0,12.17,2024-09-30
TI000599,ORD00225,C0010,Noodle Nest,Pad Thai,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,70.0,25.0,16.35,2024-07-22
TI000600,ORD00225,C0010,Noodle Nest,Dumpling,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,70.0,25.0,16.35,2024-07-22
TI000601,ORD00226,C0028,Wrap World,Chicken Wrap,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,38.0,24.0,16.44,2024-06-20
TI000602,ORD00226,C0028,Wrap World,Fries,Side,,"Outstanding food, the whole family enjoyed it.",positive,38.0,24.0,16.44,2024-06-20
TI000603,ORD00226,C0028,Wrap World,Lemonade,Drink,4.0,"Outstanding food, the whole family enjoyed it.",,38.0,24.0,16.44,2024-06-20
TI000604,ORD00226,C0028,Wrap World,Coleslaw,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,38.0,24.0,16.44,2024-06-20
TI000605,ORD00227,C0050,Sushi Spot,Tuna Roll,Main,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,15.0,27.43,2024-02-27
TI000606,ORD00227,C0050,Sushi Spot,Dragon Roll,Main,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,15.0,27.43,2024-02-27
TI000607,ORD00227,C0050,Sushi Spot,Edamame,Side,4.0,Superb quality! The meal was warm and delicious.,positive,41.0,,27.43,2024-02-27
TI000608,ORD00228,C0076,Sushi Spot,Salmon Sushi,Main,4.0,"Fresh ingredients and great presentation, loved it.",positive,63.0,34.0,19.36,2024-10-17
TI000609,ORD00228,C0076,Sushi Spot,Miso Soup,Side,,"Fresh ingredients and great presentation, loved it.",positive,63.0,,19.36,2024-10-17
TI000610,ORD00228,C0076,Sushi Spot,Green Salad,Side,4.0,"Fresh ingredients and great presentation, loved it.",positive,63.0,34.0,19.36,2024-10-17
TI000611,ORD00229,C0023,Noodle Nest,Ramen,Main,3.0,"Okay experience overall, nothing extraordinary.",neutral,62.0,13.0,19.34,2024-07-24
TI000612,ORD00229,C0023,Noodle Nest,Dumpling,Side,3.0,"Okay experience overall, nothing extraordinary.",neutral,,,19.34,2024-07-24
TI000613,ORD00229,C0023,Noodle Nest,Jasmine Tea,Drink,3.0,"Okay experience overall, nothing extraordinary.",neutral,,13.0,19.34,2024-07-24
TI000614,ORD00230,C0061,Pasta Point,Spaghetti Carbonara,Main,4.0,Superb quality! The meal was warm and delicious.,positive,68.0,18.0,15.88,2024-08-16
TI000615,ORD00230,C0061,Pasta Point,Garlic Bread,Side,4.0,Superb quality! The meal was warm and delicious.,positive,68.0,18.0,15.88,2024-08-16
TI000616,ORD00230,C0061,Pasta Point,Coke,Drink,4.0,Superb quality! The meal was warm and delicious.,positive,68.0,18.0,15.88,2024-08-16
TI000617,ORD00231,C0061,Burger Barn,Veggie Burger,Main,3.0,"Typical food, delivery was on schedule.",neutral,62.0,13.0,12.4,2024-02-01
TI000618,ORD00231,C0061,Burger Barn,Onion Rings,Side,3.0,"Typical food, delivery was on schedule.",neutral,62.0,13.0,12.4,2024-02-01
TI000619,ORD00231,C0061,Burger Barn,Coke,Drink,3.0,"Typical food, delivery was on schedule.",neutral,62.0,13.0,12.4,2024-02-01
TI000620,ORD00232,C0076,Wrap World,Chicken Wrap,Main,3.0,"It was fine, delivery was a little late though.",neutral,59.0,17.0,12.41,2024-07-07
TI000621,ORD00232,C0076,Wrap World,Fries,Side,3.0,"It was fine, delivery was a little late though.",neutral,59.0,17.0,12.41,2024-07-07
TI000622,ORD00232,C0076,Wrap World,Lemonade,Drink,3.0,"It was fine, delivery was a little late though.",neutral,59.0,17.0,12.41,2024-07-07
TI000623,ORD00233,C0141,Salad Station,Quinoa Bowl,Main,5.0,So good I ordered again the next day!,positive,68.0,27.0,14.08,2024-08-29
TI000624,ORD00233,C0141,Salad Station,Green Salad,Side,5.0,So good I ordered again the next day!,positive,68.0,27.0,14.08,2024-08-29
TI000625,ORD00234,C0021,Pasta Point,Penne Arrabiata,Main,2.0,"The worst delivery experience, food was inedible.",negative,,26.0,13.39,2024-09-26
TI000626,ORD00234,C0021,Pasta Point,Garlic Bread,Side,2.0,"The worst delivery experience, food was inedible.",negative,,26.0,13.39,2024-09-26
TI000627,ORD00235,C0130,Pizza Palace,Margherita Pizza,Main,4.0,Perfect meal for a cozy evening at home.,positive,56.0,27.0,11.28,2024-04-13
TI000628,ORD00235,C0130,Pizza Palace,Pepsi,Drink,4.0,Perfect meal for a cozy evening at home.,positive,56.0,27.0,11.28,2024-04-13
TI000629,ORD00236,C0150,Salad Station,Greek Salad,Side,2.0,,negative,25.0,,10.37,2024-09-07
TI000630,ORD00236,C0150,Salad Station,Smoothie,Drink,2.0,The food was not fresh and the portions were tiny.,negative,25.0,,10.37,2024-09-07
TI000631,ORD00237,C0144,Noodle Nest,Ramen,Main,1.0,"Disappointing quality, not worth the price at all.",negative,63.0,35.0,19.59,2024-08-24
TI000632,ORD00237,C0144,Noodle Nest,Dumpling,Side,1.0,"Disappointing quality, not worth the price at all.",negative,63.0,35.0,19.59,2024-08-24
TI000633,ORD00237,C0144,Noodle Nest,Jasmine Tea,Drink,1.0,"Disappointing quality, not worth the price at all.",negative,63.0,35.0,19.59,2024-08-24
TI000634,ORD00238,C0019,Burger Barn,Double Burger,Main,4.0,Absolutely delicious! Will definitely order again.,positive,47.0,21.0,12.38,2024-01-24
TI000635,ORD00238,C0019,Burger Barn,Fries,Side,,Absolutely delicious! Will definitely order again.,positive,47.0,21.0,12.38,2024-01-24
TI000636,ORD00239,C0047,Pizza Palace,Margherita Pizza,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,,30.0,15.43,2024-03-10
TI000637,ORD00239,C0047,Pizza Palace,Garlic Bread,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,69.0,30.0,15.43,2024-03-10
TI000638,ORD00239,C0047,Pizza Palace,Pepsi,Drink,4.0,"Loved every bite, the quality is consistently excellent.",positive,69.0,30.0,15.43,2024-03-10
TI000639,ORD00240,C0097,Taco Town,Beef Taco,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,25.0,31.0,12.9,2024-07-11
TI000640,ORD00240,C0097,Taco Town,Chicken Taco,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,25.0,31.0,12.9,2024-07-11
TI000641,ORD00240,C0097,Taco Town,Guacamole,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,31.0,12.9,2024-07-11
TI000642,ORD00241,C0101,Taco Town,Beef Taco,Main,5.0,So good I ordered again the next day!,positive,,33.0,16.92,2024-09-27
TI000643,ORD00241,C0101,Taco Town,Nachos,Side,5.0,So good I ordered again the next day!,positive,,33.0,16.92,2024-09-27
TI000644,ORD00241,C0101,Taco Town,Horchata,Drink,5.0,So good I ordered again the next day!,positive,28.0,33.0,16.92,2024-09-27
TI000645,ORD00241,C0101,Taco Town,Guacamole,Side,5.0,So good I ordered again the next day!,positive,28.0,33.0,16.92,2024-09-27
TI000646,ORD00242,C0140,Burger Barn,Veggie Burger,Main,3.0,"Okay experience overall, nothing extraordinary.",neutral,54.0,22.0,13.12,2024-08-05
TI000647,ORD00242,C0140,Burger Barn,Onion Rings,Side,3.0,"Okay experience overall, nothing extraordinary.",neutral,54.0,22.0,13.12,2024-08-05
TI000648,ORD00242,C0140,Burger Barn,Coke,Drink,3.0,"Okay experience overall, nothing extraordinary.",neutral,54.0,22.0,13.12,2024-08-05
TI000649,ORD00243,C0029,Sushi Spot,Dragon Roll,Main,5.0,"Wonderful experience, the food was restaurant-quality.",positive,71.0,31.0,19.31,2024-01-17
TI000650,ORD00243,C0029,Sushi Spot,Miso Soup,Side,5.0,"Wonderful experience, the food was restaurant-quality.",positive,71.0,31.0,19.31,2024-01-17
TI000651,ORD00243,C0029,Sushi Spot,Edamame,Side,5.0,"Wonderful experience, the food was restaurant-quality.",positive,71.0,,19.31,2024-01-17
TI000652,ORD00244,C0026,Burger Barn,Double Burger,Main,5.0,Absolutely delicious! Will definitely order again.,positive,22.0,24.0,15.67,2024-10-31
TI000653,ORD00244,C0026,Burger Barn,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,22.0,24.0,15.67,2024-10-31
TI000654,ORD00244,C0026,Burger Barn,Milkshake,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,22.0,24.0,15.67,2024-10-31
TI000655,ORD00245,C0060,Pasta Point,Spaghetti Carbonara,Main,2.0,Overpriced for such average food quality.,negative,33.0,34.0,15.7,2024-10-03
TI000656,ORD00245,C0060,Pasta Point,Garlic Bread,Side,2.0,Overpriced for such average food quality.,negative,33.0,34.0,15.7,2024-10-03
TI000657,ORD00245,C0060,Pasta Point,Coke,Drink,2.0,Overpriced for such average food quality.,negative,33.0,34.0,15.7,2024-10-03
TI000658,ORD00246,C0148,Wrap World,Falafel Wrap,Main,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,56.0,29.0,11.03,2024-06-12
TI000659,ORD00246,C0148,Wrap World,Coleslaw,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,56.0,29.0,11.03,2024-06-12
TI000660,ORD00247,C0134,Wrap World,Falafel Wrap,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,46.0,19.0,10.03,2024-04-23
TI000661,ORD00247,C0134,Wrap World,Coleslaw,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,,19.0,10.03,2024-04-23
TI000662,ORD00248,C0013,Sushi Spot,Shrimp Tempura,Side,4.0,Superb quality! The meal was warm and delicious.,positive,61.0,31.0,25.73,2024-06-25
TI000663,ORD00248,C0013,Sushi Spot,Salmon Sushi,Main,4.0,Superb quality! The meal was warm and delicious.,positive,61.0,31.0,25.73,2024-06-25
TI000664,ORD00248,C0013,Sushi Spot,Green Salad,Side,4.0,Superb quality! The meal was warm and delicious.,positive,61.0,31.0,25.73,2024-06-25
TI000665,ORD00249,C0048,Noodle Nest,Ramen,Main,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,17.0,25.66,2024-10-02
TI000666,ORD00249,C0048,Noodle Nest,Dumpling,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,17.0,25.66,2024-10-02
TI000667,ORD00249,C0048,Noodle Nest,Jasmine Tea,Drink,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,,25.66,2024-10-02
TI000668,ORD00249,C0048,Noodle Nest,Spring Rolls,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,17.0,25.66,2024-10-02
TI000669,ORD00250,C0144,Sushi Spot,Shrimp Tempura,Side,4.0,Quick delivery and the food tasted fantastic!,positive,,27.0,26.03,2024-07-30
TI000670,ORD00250,C0144,Sushi Spot,Salmon Sushi,Main,4.0,Quick delivery and the food tasted fantastic!,positive,46.0,27.0,26.03,2024-07-30
TI000671,ORD00250,C0144,Sushi Spot,Green Salad,Side,4.0,Quick delivery and the food tasted fantastic!,positive,46.0,27.0,26.03,2024-07-30
TI000672,ORD00251,C0116,Pasta Point,Fettuccine Alfredo,Main,3.0,,neutral,25.0,27.0,15.92,2024-07-08
TI000673,ORD00251,C0116,Pasta Point,Garlic Bread,Side,3.0,"Decent food, portions could be a bit larger.",neutral,25.0,27.0,15.92,2024-07-08
TI000674,ORD00251,C0116,Pasta Point,Coke,Drink,3.0,"Decent food, portions could be a bit larger.",,25.0,27.0,15.92,2024-07-08
TI000675,ORD00252,C0019,Noodle Nest,Pad Thai,Main,5.0,,positive,71.0,34.0,16.66,2024-04-06
TI000676,ORD00252,C0019,Noodle Nest,Spring Rolls,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,71.0,34.0,16.66,2024-04-06
TI000677,ORD00253,C0086,Salad Station,Caesar Salad,Side,5.0,"Best meal I've had in a long time, highly recommend!",positive,,16.0,13.85,2024-06-04
TI000678,ORD00253,C0086,Salad Station,Avocado Toast,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,20.0,16.0,13.85,2024-06-04
TI000679,ORD00254,C0053,Salad Station,Caesar Salad,Side,3.0,"Arrived on time, food was mediocre.",neutral,35.0,27.0,12.62,2024-07-22
TI000680,ORD00254,C0053,Salad Station,Avocado Toast,Main,3.0,"Arrived on time, food was mediocre.",neutral,35.0,27.0,12.62,2024-07-22
TI000681,ORD00255,C0132,Taco Town,Fish Taco,Main,5.0,So good I ordered again the next day!,positive,49.0,13.0,11.59,2024-09-11
TI000682,ORD00255,C0132,Taco Town,Nachos,Side,5.0,So good I ordered again the next day!,positive,49.0,13.0,11.59,2024-09-11
TI000683,ORD00256,C0106,Taco Town,Chicken Taco,Main,1.0,Overpriced for such average food quality.,negative,56.0,17.0,10.95,2024-01-24
TI000684,ORD00256,C0106,Taco Town,Guacamole,Side,1.0,Overpriced for such average food quality.,negative,56.0,17.0,10.95,2024-01-24
TI000685,ORD00256,C0106,Taco Town,Horchata,Drink,1.0,Overpriced for such average food quality.,negative,56.0,17.0,10.95,2024-01-24
TI000686,ORD00257,C0059,Noodle Nest,Udon,Main,5.0,"Fresh ingredients and great presentation, loved it.",positive,56.0,17.0,17.97,2024-07-13
TI000687,ORD00257,C0059,Noodle Nest,Spring Rolls,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,,17.0,17.97,2024-07-13
TI000688,ORD00257,C0059,Noodle Nest,Jasmine Tea,Drink,5.0,"Fresh ingredients and great presentation, loved it.",positive,56.0,17.0,17.97,2024-07-13
TI000689,ORD00258,C0126,Taco Town,Fish Taco,Main,5.0,Great portion size and incredibly tasty.,positive,67.0,25.0,10.9,2024-11-24
TI000690,ORD00258,C0126,Taco Town,Nachos,Side,5.0,Great portion size and incredibly tasty.,positive,67.0,25.0,10.9,2024-11-24
TI000691,ORD00259,C0126,Sushi Spot,Tuna Roll,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,54.0,30.0,18.38,2024-04-04
TI000692,ORD00259,C0126,Sushi Spot,Edamame,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,54.0,30.0,18.38,2024-04-04
TI000693,ORD00259,C0126,Sushi Spot,Miso Soup,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,,30.0,18.38,2024-04-04
TI000694,ORD00260,C0106,Pizza Palace,Margherita Pizza,Main,5.0,,positive,73.0,30.0,11.44,2024-03-11
TI000695,ORD00260,C0106,Pizza Palace,Pepsi,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,73.0,30.0,11.44,2024-03-11
TI000696,ORD00261,C0016,Pasta Point,Penne Arrabiata,Main,,"Fresh ingredients and great presentation, loved it.",positive,60.0,31.0,13.85,2024-11-12
TI000697,ORD00261,C0016,Pasta Point,Garlic Bread,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,60.0,,13.85,2024-11-12
TI000698,ORD00262,C0106,Salad Station,Greek Salad,Side,4.0,Quick delivery and the food tasted fantastic!,positive,21.0,26.0,17.41,2024-01-07
TI000699,ORD00262,C0106,Salad Station,Smoothie,Drink,4.0,Quick delivery and the food tasted fantastic!,positive,21.0,26.0,17.41,2024-01-07
TI000700,ORD00262,C0106,Salad Station,Avocado Toast,Main,4.0,Quick delivery and the food tasted fantastic!,positive,21.0,26.0,17.41,2024-01-07
TI000701,ORD00263,C0111,Burger Barn,Burger,Main,3.0,"Not bad, not great, just an ordinary meal.",neutral,26.0,13.0,10.53,2024-04-01
TI000702,ORD00263,C0111,Burger Barn,Onion Rings,Side,3.0,"Not bad, not great, just an ordinary meal.",neutral,,13.0,10.53,2024-04-01
TI000703,ORD00264,C0102,Wrap World,Beef Wrap,Main,3.0,"The meal was passable, would try a different option next time.",neutral,43.0,22.0,12.89,2024-02-10
TI000704,ORD00264,C0102,Wrap World,Fries,Side,3.0,"The meal was passable, would try a different option next time.",neutral,43.0,22.0,12.89,2024-02-10
TI000705,ORD00264,C0102,Wrap World,Coke,Drink,3.0,"The meal was passable, would try a different option next time.",neutral,43.0,22.0,12.89,2024-02-10
TI000706,ORD00265,C0021,Pasta Point,Fettuccine Alfredo,Main,2.0,Order arrived late and the food was undercooked.,negative,74.0,30.0,15.99,2024-11-30
TI000707,ORD00265,C0021,Pasta Point,Garlic Bread,Side,2.0,Order arrived late and the food was undercooked.,negative,74.0,30.0,15.99,2024-11-30
TI000708,ORD00265,C0021,Pasta Point,Coke,Drink,2.0,Order arrived late and the food was undercooked.,negative,74.0,,15.99,2024-11-30
TI000709,ORD00266,C0003,Noodle Nest,Pad Thai,Main,4.0,So good I ordered again the next day!,positive,,12.0,16.48,2024-12-25
TI000710,ORD00266,C0003,Noodle Nest,Spring Rolls,Side,4.0,So good I ordered again the next day!,positive,30.0,12.0,16.48,2024-12-25
TI000711,ORD00267,C0025,Taco Town,Fish Taco,Main,5.0,,positive,22.0,17.0,10.89,2024-09-27
TI000712,ORD00267,C0025,Taco Town,Guacamole,Side,5.0,,positive,,17.0,10.89,2024-09-27
TI000713,ORD00267,C0025,Taco Town,Horchata,Drink,5.0,"Wonderful experience, the food was restaurant-quality.",positive,22.0,17.0,10.89,2024-09-27
TI000714,ORD00268,C0072,Salad Station,Quinoa Bowl,Main,5.0,Great portion size and incredibly tasty.,positive,56.0,31.0,18.04,2024-10-05
TI000715,ORD00268,C0072,Salad Station,Smoothie,Drink,5.0,Great portion size and incredibly tasty.,positive,56.0,31.0,18.04,2024-10-05
TI000716,ORD00268,C0072,Salad Station,Greek Salad,Side,5.0,Great portion size and incredibly tasty.,positive,56.0,31.0,18.04,2024-10-05
TI000717,ORD00269,C0102,Burger Barn,Double Burger,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,39.0,15.0,15.6,2024-02-09
TI000718,ORD00269,C0102,Burger Barn,Fries,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,39.0,15.0,15.6,2024-02-09
TI000719,ORD00269,C0102,Burger Barn,Milkshake,Drink,4.0,,positive,39.0,15.0,15.6,2024-02-09
TI000720,ORD00270,C0036,Noodle Nest,Pad Thai,Main,5.0,Absolutely delicious! Will definitely order again.,positive,66.0,12.0,16.48,2024-12-18
TI000721,ORD00270,C0036,Noodle Nest,Spring Rolls,Side,,Absolutely delicious! Will definitely order again.,,66.0,12.0,16.48,2024-12-18
TI000001,ORD00001,C0063,Pizza Palace,Margherita Pizza,Main,5.0,Perfect meal for a cozy evening at home.,positive,28.0,33.0,11.18,2024-04-24
TI000002,ORD00001,C0063,Pizza Palace,Pepsi,Drink,5.0,Perfect meal for a cozy evening at home.,positive,28.0,33.0,11.18,2024-04-24
TI000003,ORD00002,C0008,Pizza Palace,Pepperoni Pizza,Main,,"Cold food and extremely late delivery, very unhappy.",negative,33.0,17.0,17.98,2024-02-17
TI000004,ORD00002,C0008,Pizza Palace,Caesar Salad,Side,1.0,"Cold food and extremely late delivery, very unhappy.",negative,33.0,17.0,17.98,2024-02-17
TI000005,ORD00002,C0008,Pizza Palace,Pepsi,Drink,1.0,,negative,33.0,17.0,17.98,2024-02-17
TI000006,ORD00003,C0072,Noodle Nest,Pad Thai,Main,4.0,Quick delivery and the food tasted fantastic!,positive,68.0,35.0,16.3,2024-01-04
TI000007,ORD00003,C0072,Noodle Nest,Dumpling,Side,4.0,Quick delivery and the food tasted fantastic!,positive,68.0,35.0,16.3,2024-01-04
TI000008,ORD00004,C0087,Sushi Spot,Tuna Roll,Main,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,22.0,16.66,2024-02-22
TI000009,ORD00004,C0087,Sushi Spot,Edamame,Side,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,22.0,16.66,2024-02-22
TI000010,ORD00004,C0087,Sushi Spot,Miso Soup,Side,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,22.0,16.66,2024-02-22
TI000011,ORD00005,C0138,Wrap World,Chicken Wrap,Main,5.0,"Excellent taste and fast delivery, very satisfied!",positive,44.0,12.0,13.07,2024-03-04
TI000012,ORD00005,C0138,Wrap World,Fries,Side,5.0,"Excellent taste and fast delivery, very satisfied!",positive,44.0,12.0,13.07,2024-03-04
TI000013,ORD00005,C0138,Wrap World,Lemonade,Drink,5.0,"Excellent taste and fast delivery, very satisfied!",,44.0,12.0,13.07,2024-03-04
TI000014,ORD00006,C0012,Taco Town,Fish Taco,Main,2.0,"Cold food and extremely late delivery, very unhappy.",negative,34.0,34.0,15.04,2024-12-04
TI000015,ORD00006,C0012,Taco Town,Guacamole,Side,2.0,"Cold food and extremely late delivery, very unhappy.",negative,34.0,34.0,15.04,2024-12-04
TI000016,ORD00006,C0012,Taco Town,Horchata,Drink,2.0,"Cold food and extremely late delivery, very unhappy.",negative,34.0,34.0,15.04,2024-12-04
TI000017,ORD00006,C0012,Taco Town,Beef Taco,Main,,"Cold food and extremely late delivery, very unhappy.",negative,34.0,34.0,15.04,2024-12-04
TI000018,ORD00007,C0094,Pizza Palace,Margherita Pizza,Main,3.0,"Typical food, delivery was on schedule.",neutral,43.0,21.0,13.89,2024-03-24
